id,y
10410,92.25541915
718,-225.2470298
5931,151.9565764
4083,-90.63810167
210,-44.48303665
6825,115.3452888
13348,-301.3313005
10458,87.24691531
14295,223.6599467
196,147.0166185
2382,47.8122354
5617,1.725424985
11850,16.47688236
1175,-143.8075094
6868,43.38057237
10347,-174.5975017
13946,-86.28198117
1974,-48.87274091
12776,122.6339965
2715,-191.8901048
9583,50.61196753
742,144.0054248
5671,-81.23448243
5857,-150.9636524
6591,-211.3290717
6516,229.5992748
9560,156.4264084
620,-149.4984178
1265,-37.47367165
11836,-72.64753382
10864,-51.20767251
5898,45.34938593
12181,-16.36305308
8975,140.0619835
976,173.5737061
14531,-48.87946768
1933,93.07073712
8460,51.60519942
3351,110.3995809
9272,-37.20933271
10461,-186.2335039
3088,68.97563623
1870,-208.6270138
11306,-89.96198033
4802,225.5426057
7929,-121.0376346
4765,115.8748252
932,-177.0823618
9719,-65.51094803
9199,-281.8490299
7654,64.36382653
4763,-37.29491775
13774,53.12853607
4605,-39.23852468
2265,43.8393488
8992,172.7753012
9282,-115.304669
13473,-15.7086317
11800,-100.3657836
2395,-35.51815622
688,70.51833729
8364,31.75579788
2258,93.26858977
5243,21.81872046
6855,-77.64020554
12287,-47.4911996
4715,186.670988
555,-73.42364479
12800,81.05054181
617,27.87935443
12631,54.93223322
528,-222.3585824
482,-208.5640122
14296,-134.6600569
12710,-163.303009
10738,-76.01346896
12005,390.5403303
2300,-93.69289234
4421,66.16537264
5496,93.95027613
10026,258.3096593
14394,-40.47645661
3681,-163.5891805
7256,-18.72085238
6075,-65.48471982
13184,-104.0715923
14964,204.53948
13096,-67.66525612
11657,53.76450879
12166,44.43298885
5350,348.0376012
3875,38.92543544
10338,-3.282232124
3106,-114.1513879
12964,-50.42438639
11633,-34.16863686
5502,-72.74022761
4276,-71.38899385
10698,178.9197961
5620,-243.0286687
8895,-197.1454091
6187,133.7583603
3429,-191.2066228
5740,-101.3823614
12770,149.4044618
8149,-199.9400912
9748,-49.62691951
1603,69.46806544
9398,67.82805995
12340,186.3992873
5573,39.09249417
9823,-86.21816047
11563,60.10694996
10087,-9.209066216
5716,159.8684251
11467,78.05544048
8751,-41.88511845
7863,204.9211534
8752,-67.28807803
7556,-255.9963238
900,139.6604527
7632,395.6783623
6900,-47.18087349
3962,-43.31386369
11430,25.11234472
8497,163.0021615
10807,-49.86737073
10865,-64.79960855
4629,-92.00871746
1155,-49.58769237
10142,-109.9604141
8283,-86.21456926
11545,-5.931924791
5891,181.5517625
12092,-129.01322
13717,-146.4509576
556,5.176375369
1086,7.222297719
10817,96.42329761
8438,-131.0704354
10882,-259.9689467
9947,97.83227201
11860,86.89665844
1501,-244.4055063
3709,-137.3919469
7416,-27.65179584
5510,-64.50331522
285,70.51880429
5723,12.35048322
488,125.1798616
4212,291.3952022
13595,174.2674444
11799,146.4370038
11290,-224.0219532
14444,-144.5780591
760,34.9509722
2131,-143.1451049
12064,22.46641982
5677,-73.66852631
7448,-166.4001062
5000,-140.1440307
2908,-131.8545723
7855,136.6877933
11899,73.39899246
14300,-20.45225968
11075,114.6837831
7957,126.3973982
5117,-125.2567031
2772,297.8326291
6313,93.91755054
13597,-147.1602949
5062,139.9053574
6928,54.21882137
4819,133.2552053
1718,-162.0492256
6558,47.56910011
13952,-222.4240814
10455,219.0834719
2,-27.02117142
2240,-178.071432
6988,7.405770257
9729,-173.8061063
9218,206.6506058
1120,-39.29077457
11265,-138.4386748
9509,112.5493766
2182,5.827214575
14729,113.571744
14743,70.27799607
12661,13.0534638
744,-223.6885578
4699,144.5494969
11128,182.7978466
7758,-22.15318496
14976,96.83345337
8863,79.9278748
3438,307.8909101
14042,44.22457349
10032,-112.3812717
1641,-19.73742622
9730,-32.40977206
529,-191.2024663
4941,-57.41395291
1365,50.83068674
8284,50.61392109
11391,-120.0390818
11510,1.425943202
5490,-166.0831561
11879,111.9890901
4472,-39.71644446
9059,-38.6941671
2837,-108.7908799
12320,-243.5697505
9779,8.420069308
11708,95.61755398
455,-97.85719997
6562,-155.3471167
893,44.6435835
4850,-102.1920271
14085,119.4470173
14106,7.528792428
1940,19.41907533
8390,-412.1442122
13863,-43.15769093
7793,-22.35427946
1768,-289.8712429
14598,-60.82984665
13832,99.70108657
1013,30.41747079
4203,-84.38933811
5442,159.2311455
1947,-55.77567832
6866,43.67200821
12677,-210.6023152
11393,-62.35779058
14101,191.4688749
209,-41.12092589
5333,83.48192581
2861,21.49095155
4776,-57.49255082
8001,53.17190909
2912,96.97428121
2611,-18.65782756
3551,-24.86847834
6294,124.9591921
7111,-130.6303604
9484,126.5992847
